timestamp,name,id,x,y
2000-01-16 00:00:00,Yvonne,1002,-0.908147806998175,-0.5690819671026321
2000-01-16 00:00:01,Edith,1057,0.08869665325536347,0.5956677400734187
2000-01-16 00:00:02,Charlie,1044,-0.34505268600664807,-0.5692185623561772
2000-01-16 00:00:03,Ingrid,1005,-0.6770481999508728,-0.7265620277728897
2000-01-16 00:00:04,Victor,978,0.859179024150527,-0.12635723183881598
2000-01-16 00:00:05,Xavier,1005,0.9061271215423106,0.9101745466705191
2000-01-16 00:00:06,Patricia,970,-0.14496453574555623,0.6197403557156305
2000-01-16 00:00:07,Sarah,989,0.7076954409573326,0.5394447172969927
2000-01-16 00:00:08,Alice,1029,-0.7945624370416251,0.7962123460967168
2000-01-16 00:00:09,Wendy,1006,-0.33637988455488577,-0.004959049332121879
2000-01-16 00:00:10,Laura,1038,-0.2184216711565059,0.24514743400276395
2000-01-16 00:00:11,Dan,974,0.19656240939514324,-0.058088723304331236
2000-01-16 00:00:12,Yvonne,1010,-0.8409321284258646,0.9164581072009761
2000-01-16 00:00:13,Kevin,1041,-0.693019268353533,-0.6775328108765744
2000-01-16 00:00:14,Hannah,1015,-0.5602688287405646,-0.6332091524023966
2000-01-16 00:00:15,Bob,1006,-0.2635334998179233,0.15044193305556508
2000-01-16 00:00:16,Kevin,947,0.7106744186631924,-0.1445688921932624
2000-01-16 00:00:17,Laura,1007,-0.054146486822482354,0.13497206252372673
2000-01-16 00:00:18,Tim,976,0.010067077188445461,-0.5600657794148372
2000-01-16 00:00:19,Hannah,968,0.451529107576206,0.830454116816832
2000-01-16 00:00:20,Wendy,1006,0.6303298333224181,0.7343357619200048
2000-01-16 00:00:21,Alice,1013,0.5475448875050839,-0.13741590187328012
2000-01-16 00:00:22,Ursula,1020,-0.9256122853551267,0.4451844653154129
2000-01-16 00:00:23,Ursula,1018,-0.720526671987497,-0.41441353108941437
2000-01-16 00:00:24,Victor,1087,0.07038888323997172,0.11316198811006495
2000-01-16 00:00:25,Michael,983,-0.6458885043806195,0.413031318914604
2000-01-16 00:00:26,Ray,1001,-0.860906988424019,-0.16288926784704727
2000-01-16 00:00:27,Oliver,996,-0.9269101235072932,-0.8111053166697759
2000-01-16 00:00:28,Yvonne,959,0.5054623944073235,0.33493672523180607
2000-01-16 00:00:29,Patricia,1033,-0.3346960450276215,0.916911629514267
2000-01-16 00:00:30,Victor,975,0.6786916382670671,0.3816263962418023
2000-01-16 00:00:31,Ray,1037,0.5582049776536833,0.2858815640350485
2000-01-16 00:00:32,Sarah,990,-0.5559731867716835,-0.8871837551115445
2000-01-16 00:00:33,Ingrid,1023,0.06271649835027548,-0.4307580258302095
2000-01-16 00:00:34,Oliver,994,-0.7079885255112077,-0.7748738280132406
